Marca temporal,Naciste en Antas?,Cual es tu edad?,¿trabajas en Antas? ,En caso de trabajar fuera ¿donde?,¿Dónde etiquetarías tu trabajo?,¿Cuántos años lleva usted viviendo en antas?,Cuál es su nivel de estudios?,Nivel de renta (en bruto) al año,¿Tienes deudas con los bancos?,¿Ahorras una parte de tu salario?,¿Qué opinas de los impuestos?,Cuanto gastas en electricidad mensualmente,¿Estarías de acuerdo con que el ayuntamiento ayudase con las facturas de luz de los vecinos?,¿Cómo calificarías tu estado de salud general?,¿Tienes alguna condición médica crónica?,¿Con que frecuencia realizas deporte?,¿Cómo describirías la calidad de sueño?,¿Cómo describirías el equilibrio de tu alimentación?,"¿Estás satisfecho con los servicios de salud disponibles en Antas? En caso de ser no, ¿porque?",¿Has estado alguna vez en el psicólogo y/o psiquiatra?,¿Crees que ir al psicólogo implica algún estigma?,¿Crees que el ayuntamiento debería ayudar a financiar los tratamientos psicológicos de los vecinos?,¿Cuál es tu opinión sobre el cambio climático?,¿Crees que el pueblo necesita una piscina pública?,¿Qué opinión le merece el coche electrico?,¿Cual es la solución para las sequias en Almería?,¿El ayuntamiento debe hacer políticas activas para proteger el agua de Antas?,¿Consideras que la gestión de residuos en Antas es efectiva?,¿Te gustaría ver más áreas verdes o espacios públicos orientados a la sostenibilidad en Antas?,¿Crees que la Inteligencia artificial y las nuevas tecnologías son beneficiosas para la sociedad?,¿Cuál crees que son las carreras profesionales con más futuro? puedes elegir más de una opción.,¿Crees que el municipio de Antas ofrece suficientes oportunidades de empleo para los jóvenes?,¿Piensas que la conexión de Antas con las ciudades cercanas es adecuada para el desarrollo económico del municipio?,Antas es el municipio con mas empresas por habitante de Andalucía ¿por que crees que es esto?,¿consideras que es fácil montar una empresa en Antas?,¿Cómo valoras la calidad de los trabajos que hay en el municipio?,¿Cómo valorarías el pueblo de antas? elige todas las etiquetas con las que estés de acuerdo,¿Qué opinas sobre el nivel de limpieza y mantenimiento en las áreas públicas de Antas?,¿Cómo valoras el nivel de infraestructuras existentes en el pueblo?,"Cual de estas infraestructuras crees que son las mas urgentes para el pueblo? puedes elegir un máximo de 3, no es necesario que marques las 3.",¿De todas las opciones anteriores cual es la mas urgente?,¿Te gustaría que los presupuestos generales del ayuntamiento fuesen mas participativos?,¿Te gustaría que se hiciese una política innovadora de embellecimiento del pueblo? puede elegir todas las que este de acuerdo,¿Se te ocurre alguna otra medida de embellecimiento?,¿Qué expectativas tienes sobre el crecimiento del pueblo de Antas?,¿Cuál crees que es el principal problema del municipio?,¿Te gustaría que Antas creciera y fuese un pueblo más grande?,¿Crees que el ayuntamiento está haciendo lo suficiente para promover y preservar su patrimonio y tradiciones culturales?,¿Cómo valoras el patrimonio histórico de la cultura  Argarica?,¿Crees que se debe invertir más dinero en fomentar nuestra cultura argárica de cara al resto de España?,¿Crees que la feria de Antas debería ser un evento donde el ayuntamiento debe hacer un gran desembolso de dinero?,¿Cómo valoras la actividad social del pueblo?,¿Estás satisfecho con las opciones de actividades deportivas disponibles en Antas para niños y jóvenes?,"¿Crees que  la oferta de servicios deportivos en las escuelas municipales es adecuada? En caso de ser no la respuesta, explique que se podría hacer para mejorar.","¿Te gustaría que se creara un equipo de futbol Sala Sénior en el pueblo de Antas, junto a una estrategia en las escuelas deportivas para educar a los jóvenes en este deporte desde pequeños?"
7/08/2023 14:13:31,Sí,50,No, Garrucha ,funcionario,mas de 30,Universitarios,25.000-30.000€,no,"si, todos los meses",las administraciones deben reducir algunos,más de 50€,no,Excelente,No,5 o mas,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,indiferente,indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",el antuso tiene una mentalidad muy emprendedora,"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos y de buena calidad,tranquilo,"bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","Pabellón, parques y espacios verdes con agua, rutas de senderismo",Pabellón ,no sabría que decir,"Mayor decoración verde y arboleada, modernización estética del puente viejo y nuevo","Conservación de elementos históricos, como acueducto de las monjas, norias de sangre...","Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,no,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",si,No se,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
7/08/2023 14:24:53,Sí,59,No,"Mercadillos,Albox,carboneras,garrucha",Empresario,mas de 30,Grado superior,25.000-30.000€,no,"si, algunos meses",las administraciones deben reducirlos todos,más de 100€,"si, pero solo a los mas necesitados",Regular,Sí,una vez por semana,Regular,Regular,no,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","No, los espacios verdes actuales son adecuados",estoy confuso con este tema,"oposiciones (funcionariado), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc), emprendimiento empresarial, carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc)","si, somos un pueblo con pleno empleo","Si, los servicios de comunicación son adecuados",el Antuso es muy trabajador y eso hace que las empresas se sientan cómodas en Antas,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,tranquilo,bueno,"Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","piscina pública, Pabellón, residencia de Ancianos","Pabellón, piscina ","si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",modernización de las calles de abajo,,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,Creo que Antas debe crecer pero no demasiado,si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",no,,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
7/08/2023 14:33:45,Sí,48,Sí,,transporte,toda la vida,Grado medio,25.000-30.000€,no,"si, todos los meses",las administraciones deben reducirlos todos,más de 100€,"si, pero solo a los mas necesitados",Bueno,No,una vez por semana,Regular,Regular,si,no,"No, todos deberíamos ir alguna vez",si,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",estoy en contra de ellos,construcción de desaladoras,esas cuestiones son asuntos de la junta y el gobierno central,"No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","Si, se necesitan muchos mas espacios verdes y naturales","no, destruirán trabajo y empobrecerán a la gente","oposiciones (funcionariado), Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, rico, aburrido, un pueblo unido",malo,"Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","piscina pública, construcción de nuevos parques de vivienda, Cine, residencia de Ancianos, mejora de infraestructuras tecnológica, modernización de infraestructuras hidráulicas, Gymnasio, mejora de las carreteras de comunicación con pedanías",No se,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,Creo que Antas debe crecer pero no demasiado,no,No me interesan ese tipo de cuestiones,"si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","esta muerto, no hay nada que hacer",no,Si,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
7/08/2023 14:35:29,Sí,48,Sí,,Sector tecnológico,toda la vida,Universitarios,30.000-40.000€,"si, y grandes","si, todos los meses",las administraciones deben reducir algunos,más de 50€,"si, pero solo a los mas necesitados",Bueno,No,5 o mas,Regular,Regular,no,si,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",estoy en contra de ellos,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, pero vamos por el buen camino","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,tranquilo,"bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","Pabellón, construcción de nuevos parques de vivienda",Pabellón ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",modernización estética del puente viejo y nuevo,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",no,,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
7/08/2023 14:36:04,Sí,31,Sí,,administrativo,toda la vida,Grado superior,18.000-25.000€,"si, y grandes","si, algunos meses",las administraciones deben reducir algunos,más de 50€,"si, a todos",Bueno,No,3-4 veces por semana,Regular,Bueno,si,no,"No, todos deberíamos ir alguna vez",si,Es una mentira de la televisión,indiferente,indiferente,hacer trasvases a ríos de otras comunidades autónomas,esas cuestiones son asuntos de la junta y el gobierno central,"si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc), carreras de trabajo manual (mecánico, fontanero, peluquero, camarero, etc), Carreras tradicionales ( Arquitectura, medicina, etc), carreras humanísticas (músicos, pintores, deportistas, etc)","si, somos un pueblo con pleno empleo","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, rico, un pueblo unido","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","Pabellón, construcción de nuevos parques de vivienda, mejora de infraestructuras tecnológica",Vivienda ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",Pintar las casas con una armonía de tonalidades de color,,"Altas, creo que vamos a crecer mucho estas decadas",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
7/08/2023 14:39:11,Sí,52,No,Zurgena ,funcionario,toda la vida,Universitarios,18.000-25.000€,"si, y grandes","si, algunos meses",las administraciones deben reducirlos todos,más de 100€,"si, a todos",Bueno,No,3-4 veces por semana,Buena,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"oposiciones (funcionariado), Carreras tecnológicas (programadores, ingenieros, informaticos, etc), emprendimiento empresarial","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"no, el ayuntamiento debería apoyar mas a los jóvenes emprendedores",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, Animado, inseguro, tradicional, humilde, bonito, juvenil, un pueblo dividido","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","piscina pública, construcción de nuevos parques de vivienda, Gymnasio",Construcción de nuevas viviendas ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",Mayor decoración verde y arboleada,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",no,,
7/08/2023 14:39:52,Sí,58,Sí,,Hostelería,mas de 30,Grado superior,18.000-25.000€,"si, pero pequeñas","si, algunos meses",si se gestionases bien y me ofrecen buenos servicios publicos estaría dispuesto a pagar más,más de 100€,"si, pero solo a los mas necesitados",Bueno,No,1-2 veces por semana,Buena,Regular,no,si,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",indiferente,construcción de desaladoras,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","si, se necesita algún que otro espacio verde más",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc), Carreras sociales (abogados, asistentes sociales, psicólogos, sociólogos, periodistas, etc)","si, somos un pueblo con pleno empleo","no, se necesita mas medios de comunicación públicos",buenas políticas municipales (ej: construcción de polígonos),"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,"tranquilo, envejecido","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","Pabellón, construcción de nuevos parques de vivienda, residencia de Ancianos",Construcción  nuevos parques  de viviendas,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero",Mayor decoración verde y arboleada,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural",creo que las inversiones actuales son adecuadas,"No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","esta muerto, no hay nada que hacer",no,,"no, las escuelas deportivas deben seguir apostando por el futbol 7"
7/08/2023 14:40:59,Me vine de niño o adolescente,45,No,Pulpí ,funcionario,mas de 30,Universitarios,40.000-50.000€,"si, y grandes","si, todos los meses",las administraciones deben reducir algunos,más de 50€,no,Bueno,No,1-2 veces por semana,Regular,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"si, cada verano hace mas calor y es totalmente necesaria",tienen que sustituir a los de gasolina,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","si, son adecuadas, siguen la lógica del resto de pueblos vecinos","si, se necesita algún que otro espacio verde más","Si, nos harán mas productivos y facilitaran la vida","Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,"tranquilo, un pueblo unido","bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","piscina pública, Pabellón, residencia de Ancianos",Pabellón ,no sabría que decir,,,"Bajas, no creo que cambien demasiado",la necesidad de una estrategia de crecimiento poblacional eficaz,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad",creo que las inversiones actuales son adecuadas,"No, tal y como está hay un buen equilibrio calidad-gasto","los últimos años ha mejorado, pero aun hay que animarlo más",no,"Aumentar la oferta deportiva: voleibol, fútbol sala, etc.(aunque entiendo que depende de la demanda).
Federar los equipos a una edad más temprana","sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
7/08/2023 14:42:07,Sí,28,Sí,Provincia almeria ,transporte,toda la vida,ESO,18.000-25.000€,no,"si, algunos meses",las administraciones deben reducirlos todos,más de 50€,no,Bueno,No,nunca,excelente,Bueno,si,no,"No, todos deberíamos ir alguna vez",no,Es una mentira de la televisión,"si, cada verano hace mas calor y es totalmente necesaria",estoy en contra de ellos,hacer trasvases a ríos de otras comunidades autónomas,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","No, los espacios verdes actuales son adecuados",estoy confuso con este tema,oposiciones (funcionariado),"si, somos un pueblo con pleno empleo","no, se necesita mas medios de comunicación públicos",el Antuso es muy trabajador y eso hace que las empresas se sientan cómodas en Antas,"no, montar una empresa es déficil en Antas y en cualquier sitio de España",Hay muchos trabajos pero gran parte de ellos son de mala calidad,humilde,"bueno, pero puede mejorar","Escaso, aun faltan muchas infraestructuras para ser un pueblo moderno","Pabellón, construcción de nuevos parques de vivienda, mejora de las carreteras de comunicación con pedanías",Construcción de viviendas ,"si, creo que se debería hacer mas encuestas e incluso votaciones por internet sobre en lo que el pueblo quiere que se gaste el dinero","Mayor decoración verde y arboleada, modernización estética del puente viejo y nuevo, modernizar rotondas",Polideportivo pedanias ,"Altas, creo que vamos a crecer mucho estas decadas",La calidad de los trabajos,Creo que Antas debe crecer pero no demasiado,si,"es un orgullo pertenecer a un pueblo con esta historia, hay que proteger la identidad","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","Sí, debería ser un evento que destaque en la comarca, hay que gastar más","los últimos años ha mejorado, pero aun hay que animarlo más",si,,"sí, debe tomarse una estrategia integral para que Antas destaque en el futbol sala"
7/08/2023 14:43:14,Me vine ya de adulto,59,No,,Ama de Casa,mas de 30,Grado superior,30.000-40.000€,"si, pero pequeñas","si, todos los meses",las administraciones deben reducir algunos,más de 50€,no,Bueno,No,5 o mas,Mala,Regular,Tenemos que desplazarnos a vera,no,"No, todos deberíamos ir alguna vez",no,Es un problema que debemos afrontar entre todos,"no, es un despilfarro",indiferente,una mezcla de las dos.,"si, debe articular una estrategia a corto, medio y largo plazo","No, se debería modernizar el estado de los contenedores y realizar una estrategia mas intensa","No, los espacios verdes actuales son adecuados",estoy confuso con este tema,"Carreras tecnológicas (programadores, ingenieros, informaticos, etc)","no, debería hacerse más","no, se necesita mas medios de comunicación públicos",el antuso tiene una mentalidad muy emprendedora,"si, gracias a que tenemos muy buenas infraestructuras como los dos polígonos",Hay muchos trabajos y de buena calidad,"tranquilo, seguro, tradicional, rico, bonito, un pueblo prospero","bueno, pero puede mejorar","está bien, pero falta algunas infraestructuras clave para que el pueblo crezca","Pabellón, residencia de Ancianos, mayor conexión de autobús con los pueblos del resto de la comarca",Pabellón ,no sabría que decir,modernización estética del puente viejo y nuevo,,"Altas, creo que vamos a crecer mucho estas decadas",el suministro de Agua cada vez mas caro para el riego,"si, Antas debería ser un pueblo grande e importante en la comarca",si,"no solo es un orgullo, además tenemos que sacar el máximo provecho económico y social a ese activo cultural","si, es una oportunidad para dar a conocer nuestro pueblo y hacerlo evolucionar","No, creo que no se debería gastar tanto en estas cuestiones, hay otros temas más importantes","los últimos años ha mejorado, pero aun hay que animarlo más",no,,
